finance_id,employee_id,department,payroll_cost,overtime_cost,productivity_cost_ratio
655,1655,Technology,25621,2014.99,1.08
656,1656,Sales,37385,4431.83,1.14
657,1657,Finance,42327,2923.48,0.79
658,1658,Operations,65788,8879.09,0.84
659,1659,Operations,198696,37877.9,0.72
660,1660,Customer Support,120665,13918.44,1.05
661,1661,Customer Support,69529,8276.05,0.85
662,1662,Sales,25461,3245.58,1.2
663,1663,Technology,25479,2608.58,1.21
664,1664,Compliance,121518,22203.6,1.05
665,1665,Finance,180505,12437.1,1.03
666,1666,Compliance,97381,14003.28,1.06
667,1667,Finance,27807,5317.9,0.79
668,1668,Operations,41550,4935.51,0.84
669,1669,Compliance,46122,7734.66,1.15
670,1670,Finance,96735,16518.58,1.26
671,1671,Customer Support,36107,3224.17,1.21
672,1672,Operations,96214,11564.12,0.92
673,1673,HR,124617,7495.88,0.76
674,1674,Compliance,148844,10736.49,1.15
675,1675,Operations,36361,4772.84,1.09
676,1676,Sales,69832,12909.55,1.12
677,1677,HR,85242,9845.64,1.06
678,1678,Finance,54083,10458.02,0.71
679,1679,Customer Support,25602,3701.97,1.22
680,1680,Compliance,38109,7285.68,1.03
681,1681,Finance,69216,4748.57,0.77
682,1682,HR,77300,15043.7,0.79
683,1683,Customer Support,135130,13144.17,1.25
684,1684,Operations,107074,7959.8,0.78
685,1685,Sales,117709,7300.52,0.84
686,1686,HR,57220,4285.54,0.86
687,1687,Operations,154662,22793.91,1.13
688,1688,HR,49258,2588.68,1.07
689,1689,HR,61476,6600.24,0.78
690,1690,HR,55406,7554.89,1.24
691,1691,Technology,54163,4146.97,0.74
692,1692,Sales,180901,11697.14,0.84
693,1693,Technology,71478,10403.54,0.71
694,1694,Finance,30951,2035.64,0.85
695,1695,HR,199932,23594.54,0.82
696,1696,Operations,37999,3441.18,1.05
697,1697,Operations,38611,4425.0,0.72
698,1698,Operations,70544,3908.48,1.26
699,1699,HR,44170,3300.52,0.94
700,1700,Operations,92797,18216.11,0.82
701,1701,Sales,199790,16887.51,0.93
702,1702,Sales,174498,25617.41,1.14
703,1703,Finance,163507,29079.45,0.86
704,1704,Sales,27921,2534.93,0.72
705,1705,Operations,78010,13759.46,1.28
706,1706,Technology,45095,6680.02,1.05
707,1707,Technology,27341,2918.73,0.9
708,1708,Compliance,133119,22686.32,0.78
709,1709,Sales,47160,5394.02,0.84
710,1710,Compliance,52831,7163.6,1.09
711,1711,Compliance,99213,10149.11,1.03
712,1712,HR,111124,20495.82,0.86
713,1713,Technology,58616,11387.43,1.17
714,1714,Finance,31841,5877.92,1.23
715,1715,HR,34849,4756.55,1.18
716,1716,Sales,142295,25062.91,0.83
717,1717,Compliance,124176,22854.63,1.14
718,1718,Operations,114778,18891.44,0.75
719,1719,Technology,75678,14287.19,0.99
720,1720,Finance,28716,2008.36,1.14
721,1721,Sales,197417,32376.25,1.17
722,1722,Operations,81804,6749.93,0.9
723,1723,Compliance,112070,12022.43,1.25
724,1724,Compliance,25014,3463.37,1.04
725,1725,Finance,80749,14395.88,1.28
726,1726,Technology,196932,22146.14,0.87
727,1727,HR,51079,6598.16,0.71
728,1728,HR,106971,9029.83,1.01
729,1729,Finance,149733,29705.29,0.87
730,1730,Finance,185997,10409.13,1.18
731,1731,Compliance,144406,26834.37,1.17
732,1732,Technology,47549,7167.52,1.27
733,1733,Technology,36991,1956.85,0.89
734,1734,Operations,39942,2023.09,0.95
735,1735,Customer Support,77123,7092.59,0.96
736,1736,Compliance,38554,4102.86,0.83
737,1737,Customer Support,39483,4793.67,1.08
738,1738,Compliance,36403,4929.9,0.97
739,1739,HR,104422,19633.62,1.02
740,1740,Compliance,190767,10647.51,1.1
741,1741,Compliance,143747,18410.52,0.83
742,1742,Customer Support,199971,19745.26,1.07
743,1743,Customer Support,59828,3049.05,1.04
744,1744,Sales,146997,16911.53,0.97
745,1745,Technology,29602,3339.67,0.73
746,1746,Technology,139827,24884.68,1.04
747,1747,Compliance,26272,2384.85,1.24
748,1748,Operations,114578,22584.68,1.02
749,1749,Compliance,32988,3119.85,0.99
750,1750,Compliance,52511,7096.86,1.07
751,1751,Customer Support,108432,5441.82,0.9
752,1752,HR,37040,2101.64,0.97
753,1753,Technology,25686,5095.94,1.03
754,1754,Customer Support,181191,15275.89,1.12
755,1755,Compliance,34518,3628.88,0.84
756,1756,Finance,93986,12889.12,1.25
757,1757,HR,86785,14656.46,1.09
758,1758,Customer Support,26747,4028.54,0.93
759,1759,Sales,42126,6600.75,1.15
760,1760,Customer Support,25718,3116.18,0.73
761,1761,Customer Support,38656,3998.42,0.98
762,1762,Technology,144449,25018.74,0.75
763,1763,HR,126371,21618.1,1.21
764,1764,Compliance,131763,25362.92,1.23
765,1765,Customer Support,88133,16442.42,0.9
766,1766,Customer Support,60510,10943.97,0.84
767,1767,Operations,79337,7015.18,1.06
768,1768,Customer Support,81209,11302.81,0.87
769,1769,Sales,95672,5251.32,1.27
770,1770,Operations,31794,1974.32,0.9
771,1771,Compliance,108987,9738.56,1.25
772,1772,Sales,83883,12261.14,0.88
773,1773,Technology,89268,12858.99,1.17
774,1774,Compliance,199028,20076.07,0.97
775,1775,HR,33330,5892.93,1.04
776,1776,Customer Support,63542,6874.11,1.3
777,1777,HR,43145,7743.74,0.72
778,1778,Sales,71217,4991.98,0.98
779,1779,Operations,84335,7407.68,1.0
780,1780,Finance,60626,11506.7,0.97
781,1781,HR,144415,7423.73,0.94
782,1782,HR,164859,16862.55,1.3
783,1783,Finance,55540,9160.39,1.17
784,1784,Sales,33612,6474.5,1.08
785,1785,Sales,129032,11945.44,1.23
786,1786,Customer Support,88957,14010.57,0.97
787,1787,Operations,89048,6524.3,0.98
788,1788,Finance,141386,20190.49,1.19
789,1789,Finance,45641,4597.74,1.26
790,1790,Customer Support,73319,6106.79,0.89
791,1791,Operations,26996,4549.96,0.74
792,1792,Finance,34749,2552.05,0.93
793,1793,Technology,167411,12450.18,0.84
794,1794,HR,74263,4432.19,0.95
795,1795,Customer Support,80977,14307.86,1.29
796,1796,Compliance,80980,15667.09,0.82
797,1797,Finance,48379,6705.8,1.3
798,1798,Customer Support,105681,12921.24,0.85
799,1799,Customer Support,192138,34421.45,1.12
800,1800,Customer Support,103036,6192.6,1.15
801,1801,Sales,132853,23067.46,0.78
802,1802,Technology,87500,14435.01,0.76
803,1803,HR,39884,7868.05,0.74
804,1804,Technology,46114,7992.01,1.3
805,1805,HR,32122,4408.5,0.91
806,1806,Sales,49983,7355.39,0.74
807,1807,Compliance,154689,26296.25,1.23
808,1808,Compliance,36555,2061.95,1.02
809,1809,Customer Support,36927,5752.56,0.94
810,1810,Compliance,128462,14064.87,0.72
811,1811,Operations,112980,13754.96,1.05
812,1812,Compliance,45720,6370.29,1.11
813,1813,HR,84686,16327.38,1.2
814,1814,Compliance,97796,6567.24,1.23
815,1815,Compliance,60552,9785.34,0.9
816,1816,Technology,34593,5870.17,1.23
817,1817,Finance,145595,20989.0,1.0
818,1818,HR,119501,7970.34,0.92
819,1819,HR,130393,10335.18,0.84
820,1820,Operations,113281,16688.53,0.82
821,1821,Customer Support,34562,4766.77,0.94
822,1822,Finance,56742,6571.08,1.25
823,1823,HR,30198,3471.01,0.8
824,1824,Technology,183144,29098.93,0.71
825,1825,Compliance,48422,8564.93,1.21
826,1826,Customer Support,86981,14938.43,0.73
827,1827,Technology,169799,31319.02,1.07
828,1828,Compliance,45909,4009.34,1.11
829,1829,Finance,134357,12464.74,0.87
830,1830,Finance,124669,21764.07,0.98
831,1831,Operations,86343,14947.68,1.04
832,1832,Operations,100620,13689.14,1.04
833,1833,Finance,198178,35307.28,1.29
834,1834,Compliance,71845,4316.75,1.11
835,1835,Finance,58168,4730.2,0.94
836,1836,Technology,134398,21398.25,1.03
837,1837,Customer Support,71032,7009.88,0.75
838,1838,HR,86844,9085.43,0.73
839,1839,Finance,33586,4395.11,0.9
840,1840,Technology,33335,3950.85,0.85
841,1841,Compliance,166371,24504.57,1.23
842,1842,Finance,26593,3263.99,1.28
843,1843,Customer Support,29570,2123.57,1.13
844,1844,Finance,170835,22447.09,1.01
845,1845,Customer Support,187497,36473.29,1.28
846,1846,Customer Support,28674,3825.34,1.06
847,1847,Technology,58997,6978.12,0.88
848,1848,Compliance,31837,3004.69,1.02
849,1849,Compliance,195427,26537.51,1.03
850,1850,Operations,70254,11661.54,1.09
851,1851,Technology,55294,10197.87,0.71
852,1852,Finance,51902,3773.18,1.14
853,1853,HR,149801,29342.0,0.8
854,1854,Technology,141674,18892.16,1.12
855,1855,Finance,175037,22121.73,0.82
856,1856,Finance,27091,1643.69,0.87
857,1857,Compliance,192704,20478.23,0.79
858,1858,HR,29214,4090.58,1.2
859,1859,HR,42208,6249.22,1.18
860,1860,Operations,73237,10237.38,1.28
861,1861,Technology,57764,7950.86,0.96
862,1862,Compliance,111861,14544.7,0.72
863,1863,HR,49915,9598.84,1.28
864,1864,Compliance,30721,5647.17,0.93
865,1865,Sales,35874,5522.92,0.98
866,1866,Operations,30195,5547.59,0.85
867,1867,Finance,52163,10365.26,1.17
868,1868,Customer Support,64280,7250.96,0.8
869,1869,Finance,113701,8416.19,0.89
870,1870,Sales,142050,17195.29,0.97
871,1871,Customer Support,38301,7122.82,0.88
872,1872,Customer Support,34743,5408.43,1.24
873,1873,Sales,117733,11896.75,1.12
874,1874,Operations,36237,5172.58,0.77
875,1875,Sales,142938,17723.54,0.78
876,1876,Compliance,26611,3352.26,0.76
877,1877,Sales,28549,1669.04,1.22
878,1878,Finance,129900,6809.53,1.19
879,1879,Sales,103969,12682.93,1.09
880,1880,Customer Support,35798,6167.53,1.18
881,1881,HR,177238,16567.51,0.85
882,1882,Compliance,64910,12080.63,0.72
883,1883,Sales,99418,6050.62,1.15
884,1884,HR,63745,6593.74,0.88
885,1885,Sales,50859,6988.05,0.96
886,1886,Technology,47173,4780.26,0.85
887,1887,HR,46668,7821.45,1.0
888,1888,Finance,49274,6653.51,1.17
889,1889,Compliance,159307,24953.12,1.15
890,1890,HR,43789,4338.25,1.21
891,1891,Compliance,32955,4262.42,1.01
892,1892,HR,50610,6595.9,0.78
893,1893,Customer Support,183830,35087.15,1.12
894,1894,Technology,168909,13716.48,1.12
895,1895,Operations,185424,20141.97,1.18
896,1896,Technology,31313,5854.48,0.74
897,1897,Sales,37401,5271.24,1.05
898,1898,HR,113338,22074.95,0.84
899,1899,Customer Support,27001,4578.33,1.06
900,1900,Operations,47774,7796.51,1.23
901,1901,Compliance,165044,10604.71,1.08
902,1902,Technology,182399,33969.34,0.79
903,1903,Finance,29080,4130.8,1.07
904,1904,HR,132635,20907.65,0.92
905,1905,Finance,28298,4326.21,1.27
906,1906,Sales,35390,5100.31,0.95
907,1907,Technology,30575,5885.25,0.81
908,1908,Operations,28846,2950.43,1.16
909,1909,Sales,104069,18588.4,0.94
910,1910,HR,69950,10240.12,1.1
911,1911,Sales,91872,5689.8,1.25
912,1912,Technology,81970,9460.2,0.97
913,1913,Technology,42463,4057.83,0.87
914,1914,Finance,159965,23844.4,0.89
915,1915,Customer Support,38958,4978.63,0.73
916,1916,Customer Support,119636,21799.3,1.03
917,1917,Compliance,140016,9124.6,1.12
918,1918,Customer Support,135936,19670.7,1.17
919,1919,HR,26544,2668.25,1.05
920,1920,Operations,50039,4727.28,0.86
921,1921,Sales,53708,6526.33,1.0
922,1922,Customer Support,54537,7574.53,0.71
923,1923,Operations,80791,15417.41,1.15
924,1924,Technology,30735,5465.89,1.19
925,1925,Sales,28874,3158.22,0.73
926,1926,Compliance,179763,11106.16,1.26
927,1927,Sales,28398,2163.11,1.04
928,1928,Finance,43240,7606.85,1.05
929,1929,Operations,91597,12113.0,0.73
930,1930,HR,80545,12923.12,0.74
931,1931,HR,29707,5429.45,1.27
932,1932,Technology,98939,18088.87,0.83
933,1933,Finance,132848,13776.75,1.1
934,1934,Finance,91385,14148.88,0.93
935,1935,Technology,163013,25214.23,1.26
936,1936,Finance,38962,5724.29,0.79
937,1937,Sales,36703,5778.39,1.21
938,1938,Operations,46279,6174.07,1.15
939,1939,Compliance,62420,5510.21,1.09
940,1940,Operations,40509,7779.61,1.26
941,1941,Finance,36126,2648.28,0.97
942,1942,Sales,86883,12585.8,0.9
943,1943,HR,133124,19645.42,0.82
944,1944,HR,32640,2317.82,0.99
945,1945,Customer Support,111016,17925.22,0.93
946,1946,Operations,94508,5797.29,1.2
947,1947,Operations,68504,8704.46,0.98
948,1948,Customer Support,39658,1987.8,0.94
949,1949,Finance,167938,21431.57,1.26
950,1950,Compliance,162181,14664.5,1.26
951,1951,Finance,57649,11010.86,0.77
952,1952,Finance,181645,25340.93,1.19
953,1953,Sales,195795,21817.03,0.71
954,1954,Customer Support,28282,5240.99,0.71
955,1955,Sales,37916,2107.36,1.08
956,1956,HR,40009,4165.82,0.92
957,1957,Compliance,37274,5730.96,1.21
958,1958,Finance,52600,6963.59,1.05
959,1959,Technology,41550,2174.26,0.79
960,1960,Compliance,27179,3999.8,0.91
961,1961,Compliance,34559,5831.97,1.16
962,1962,Customer Support,30835,3421.95,0.88
963,1963,Sales,37347,7268.18,1.16
964,1964,Customer Support,137516,9596.5,0.99
965,1965,Compliance,35372,4527.58,1.2
966,1966,Sales,68218,13350.53,0.76
967,1967,Operations,38238,4052.95,1.26
968,1968,Finance,99485,12093.68,1.26
969,1969,Sales,56839,5904.91,1.23
970,1970,Operations,170317,28532.15,1.01
971,1971,HR,113543,6134.44,0.79
972,1972,HR,152694,20344.55,0.79
973,1973,Sales,29648,3626.23,0.83
974,1974,Sales,123225,20802.74,1.25
975,1975,HR,45736,2639.67,0.88
976,1976,Sales,69584,11874.9,1.27
977,1977,Technology,68320,6549.68,1.16
978,1978,Operations,55974,10100.72,1.27
979,1979,Sales,116736,17407.76,1.01
980,1980,Customer Support,64677,10826.47,0.89
981,1981,HR,68410,9140.89,1.18
982,1982,Compliance,36892,3380.7,0.86
983,1983,Compliance,45293,8110.28,1.0
984,1984,HR,165146,26901.09,0.85
985,1985,Customer Support,85336,4424.04,0.82
986,1986,Operations,87447,14714.9,1.13
987,1987,Sales,26155,2371.1,0.79
988,1988,Sales,73941,8138.9,0.76
989,1989,Compliance,69678,8910.7,1.24
990,1990,Operations,83774,8041.12,1.25
991,1991,Finance,137148,22044.62,1.13
992,1992,Operations,86969,6822.12,0.93
993,1993,Customer Support,26340,4885.1,1.04
994,1994,Sales,26750,2251.63,1.14
995,1995,Compliance,37151,6509.85,0.72
996,1996,Technology,97631,6552.32,0.85
997,1997,Sales,104288,10272.29,1.23
998,1998,Finance,34147,4520.2,0.79
999,1999,Customer Support,36193,6285.09,1.24
1000,2000,Customer Support,170934,32075.99,1.28
1001,2001,Customer Support,103556,5487.11,0.84
1002,2002,Sales,30553,3152.0,1.17
1003,2003,Compliance,113086,7974.72,0.97
1004,2004,Finance,32873,2263.23,1.24
1005,2005,Sales,25426,1279.72,1.18
1006,2006,Customer Support,59055,4636.0,1.11
1007,2007,Compliance,186090,18750.35,1.15
1008,2008,Customer Support,87779,7367.78,0.95
1009,2009,Operations,190404,21754.54,1.03
1010,2010,Finance,36764,4591.37,0.86
1011,2011,Finance,195828,38983.52,1.29
1012,2012,Customer Support,33453,2514.34,0.89
1013,2013,Compliance,41254,5952.21,0.86
1014,2014,HR,78412,12746.17,0.9
1015,2015,Customer Support,154827,13663.68,1.14
1016,2016,Compliance,26931,1449.5,1.18
1017,2017,Customer Support,44038,5606.8,1.04
1018,2018,HR,53545,4992.23,0.91
1019,2019,HR,76242,6054.97,1.26
1020,2020,Compliance,45437,8522.12,1.1
1021,2021,HR,133588,23038.11,0.98
1022,2022,Compliance,189149,27316.65,1.04
1023,2023,Customer Support,30594,5149.73,1.26
1024,2024,Customer Support,63924,11484.92,1.08
1025,2025,Operations,27722,4296.42,1.28
1026,2026,Customer Support,39971,7746.67,1.21
1027,2027,Customer Support,147390,13190.34,0.77
1028,2028,Compliance,28300,5558.53,0.75
1029,2029,Compliance,106015,6271.6,1.06
1030,2030,HR,85689,16959.87,1.09
1031,2031,HR,33182,5351.03,0.74
1032,2032,Operations,91347,15020.36,0.78
1033,2033,Sales,34336,6082.04,0.86
1034,2034,Sales,101761,12570.25,0.86
1035,2035,Compliance,68506,4642.78,1.24
1036,2036,Technology,199236,20718.58,1.26
1037,2037,HR,33964,2370.16,1.26
1038,2038,Operations,196505,36159.31,0.8
1039,2039,HR,26590,2807.89,1.27
1040,2040,Sales,52137,7484.14,1.15
1041,2041,Compliance,123727,13887.89,1.21
1042,2042,Operations,66243,11650.68,1.25
1043,2043,Compliance,65065,4258.0,0.81
1044,2044,Customer Support,147947,21697.97,1.29
1045,2045,Technology,111629,7861.23,1.28
1046,2046,Finance,68239,3840.2,0.79
1047,2047,Operations,36410,7030.51,0.9
1048,2048,Finance,178154,22812.31,1.11
1049,2049,HR,39133,6692.9,0.91
1050,2050,Compliance,35752,1872.98,1.29
1051,2051,Operations,137210,14283.7,0.88
1052,2052,Compliance,64343,3880.36,1.11
1053,2053,Technology,58062,6338.67,1.19
1054,2054,HR,103360,19618.47,0.99
1055,2055,Compliance,142182,9643.86,0.94
1056,2056,Sales,27175,4988.98,0.89
1057,2057,Technology,153936,23702.05,0.86
1058,2058,Operations,81721,4866.74,0.8
1059,2059,Sales,32995,2351.62,1.22
1060,2060,Sales,143226,11039.74,1.17
1061,2061,Finance,126482,15111.34,0.82
1062,2062,Operations,27356,1674.99,1.05
1063,2063,Customer Support,30251,1773.46,0.73
1064,2064,HR,175991,28999.86,1.04
1065,2065,Sales,59835,5413.88,0.95
1066,2066,Customer Support,79436,8949.18,0.8
1067,2067,Technology,45577,5736.76,1.12
1068,2068,Operations,148646,21665.46,1.12
1069,2069,Sales,109732,17155.49,0.76
1070,2070,HR,87146,9746.6,1.13
1071,2071,Customer Support,28164,2939.48,0.81
1072,2072,Operations,32431,6299.15,0.84
1073,2073,Sales,121265,22842.35,0.76
1074,2074,Technology,141212,25031.24,0.83
1075,2075,Operations,83388,13301.4,1.12
1076,2076,Operations,48686,6680.59,1.04
1077,2077,Sales,102955,14715.64,1.01
1078,2078,Finance,100953,16055.07,1.04
1079,2079,Compliance,89873,7329.66,1.01
1080,2080,Finance,182444,26567.35,1.25
1081,2081,HR,45353,6422.98,1.1
1082,2082,Finance,82264,9796.94,0.78
1083,2083,Compliance,130028,7882.94,1.1
1084,2084,Customer Support,80243,15991.52,0.86
1085,2085,Technology,49232,3383.63,1.22
1086,2086,Technology,65664,9392.83,0.87
1087,2087,Customer Support,59687,3624.48,0.7
1088,2088,HR,86357,11611.58,1.25
1089,2089,HR,168301,16680.25,1.02
1090,2090,Sales,31030,2214.23,0.98
1091,2091,Operations,90835,10557.36,1.18
1092,2092,HR,111111,14846.58,1.26
1093,2093,Finance,147309,21082.8,1.15
1094,2094,Compliance,34268,4439.59,1.26
1095,2095,Operations,43398,7156.86,0.86
1096,2096,Operations,28864,3913.59,1.29
1097,2097,Customer Support,70531,13776.77,0.93
1098,2098,Operations,35306,6597.33,1.22
1099,2099,Sales,54912,3767.97,0.84
1100,2100,Finance,29537,3101.85,1.28
1101,2101,Technology,102887,7942.4,1.05
1102,2102,Sales,34346,5517.94,1.17
1103,2103,Compliance,36636,2758.65,1.19
1104,2104,Compliance,91416,12993.03,1.06
1105,2105,Sales,133941,26411.85,0.76
1106,2106,Operations,38723,5522.44,1.26
1107,2107,Customer Support,27065,2017.61,1.28
1108,2108,Sales,27471,4862.59,0.98
1109,2109,Customer Support,60993,8863.79,0.71
1110,2110,HR,34569,3545.26,1.25
1111,2111,Customer Support,44823,2304.1,0.71
1112,2112,Technology,156360,9126.68,0.94
1113,2113,Sales,97832,5464.15,1.06
1114,2114,Technology,85706,8769.87,1.25
1115,2115,Operations,93198,16553.34,0.74
1116,2116,Sales,84708,10852.57,0.83
1117,2117,Finance,193620,19062.91,1.28
1118,2118,Operations,133118,11721.82,1.15
1119,2119,Customer Support,47726,7556.66,1.29
1120,2120,Finance,58939,5216.8,0.73
1121,2121,Compliance,55669,4855.7,0.94
1122,2122,Sales,61271,11939.49,0.9
1123,2123,Technology,27611,4334.38,0.71
1124,2124,Sales,38809,6398.4,0.72
1125,2125,Technology,26262,3439.56,0.84
1126,2126,HR,79077,9924.53,1.25
1127,2127,Customer Support,103690,10185.97,0.8
1128,2128,Compliance,164263,32697.25,1.06
1129,2129,Technology,43644,4681.85,1.19
1130,2130,Operations,122038,10167.72,0.96
1131,2131,Customer Support,138871,12141.15,1.04
1132,2132,Operations,136429,11593.48,1.2
1133,2133,Technology,88524,17020.94,1.27
1134,2134,HR,133925,25983.35,1.27
1135,2135,Sales,142284,9584.05,1.19
1136,2136,Compliance,52220,10433.61,1.29
1137,2137,Compliance,113028,7393.68,1.27
1138,2138,Sales,35661,3946.45,0.98
1139,2139,Customer Support,37020,5591.92,1.04
1140,2140,Finance,91894,8570.51,0.99
1141,2141,Technology,50513,4993.47,0.7
1142,2142,Sales,30515,2638.27,1.1
1143,2143,Finance,99105,16453.92,1.3
1144,2144,Operations,180653,31545.86,1.11
1145,2145,Sales,111855,11074.11,1.13
1146,2146,Technology,38237,6289.46,0.92
1147,2147,Customer Support,197328,25969.48,0.91
1148,2148,Customer Support,32313,5758.62,1.14
1149,2149,Technology,34668,2220.11,1.21
1150,2150,HR,97083,12397.07,0.9
1151,2151,Operations,43345,2308.3,0.94
1152,2152,Finance,39960,4259.95,0.87
1153,2153,Finance,56979,6001.41,0.7
1154,2154,Compliance,153566,24572.78,1.15
1155,2155,Customer Support,178120,21941.72,0.7
1156,2156,HR,37372,6966.32,0.8
1157,2157,Finance,48693,5716.68,1.0
1158,2158,Finance,40498,3984.2,0.81
1159,2159,Customer Support,137100,25210.52,0.93
1160,2160,Customer Support,115875,16919.82,0.79
1161,2161,Customer Support,110618,7903.75,1.26
1162,2162,Compliance,171369,23760.28,1.28
1163,2163,Finance,53381,5871.8,0.95
1164,2164,Finance,25151,3668.71,0.77
1165,2165,HR,30475,2249.55,1.04
1166,2166,Finance,139453,21354.28,1.24
1167,2167,Compliance,54776,9970.83,0.81
1168,2168,Operations,34083,3915.14,1.09
1169,2169,Finance,132191,7661.46,1.28
1170,2170,Operations,65627,4764.85,0.95
1171,2171,Finance,98608,17964.93,0.8
1172,2172,HR,42205,6700.88,0.95
1173,2173,Customer Support,155163,23671.7,1.16
1174,2174,Operations,167890,20333.61,0.92
1175,2175,Sales,180659,14223.22,0.82
1176,2176,Customer Support,155504,25969.02,0.85
1177,2177,Operations,104633,8020.29,1.3
1178,2178,Operations,65068,5576.19,1.22
1179,2179,Technology,90040,13195.19,1.22
1180,2180,Compliance,39390,5547.04,0.88
1181,2181,Technology,108606,7129.34,1.14
1182,2182,Finance,74785,11899.8,1.22
1183,2183,Operations,131492,21041.88,1.25
1184,2184,Sales,27754,2736.99,1.0
1185,2185,Finance,82306,9620.14,0.79
1186,2186,Operations,116908,6566.62,0.79
1187,2187,Customer Support,27482,2236.58,1.05
1188,2188,Customer Support,176314,32198.56,1.1
1189,2189,Finance,47559,5135.37,1.08
1190,2190,HR,175232,25637.74,1.27
1191,2191,Technology,63207,8892.62,0.75
1192,2192,Sales,33424,2977.81,1.25
1193,2193,Finance,172225,11972.09,1.08
1194,2194,Finance,58181,9954.17,1.16
1195,2195,Sales,187420,25082.33,0.85
1196,2196,HR,31486,4788.61,1.25
1197,2197,HR,102894,14152.95,1.04
1198,2198,Finance,27790,3367.56,1.19
1199,2199,Finance,71756,14021.49,0.94
1200,2200,Finance,132549,15009.55,1.04
1201,2201,Customer Support,77020,12589.31,0.96
1202,2202,HR,29210,3005.95,0.86
1203,2203,Finance,131426,25419.38,0.91
1204,2204,Customer Support,120142,18313.4,1.17
1205,2205,Compliance,115971,8730.84,1.26
1206,2206,Sales,57930,3756.24,1.03
1207,2207,Technology,115036,9392.62,1.0
1208,2208,Compliance,61147,6636.68,1.07
1209,2209,Operations,194936,24241.45,1.01
1210,2210,HR,56068,4607.75,1.08
1211,2211,Compliance,112370,11170.37,0.71
1212,2212,HR,178260,13955.76,0.77
1213,2213,Finance,74944,4672.89,1.19
1214,2214,Technology,48210,2586.48,1.25
1215,2215,HR,62193,5305.5,1.24
1216,2216,Compliance,128907,25513.28,0.91
1217,2217,HR,58930,7051.8,0.84
1218,2218,Finance,98177,5939.35,0.8
1219,2219,Sales,125450,10914.98,1.0
1220,2220,HR,101542,16294.74,1.27
1221,2221,Customer Support,50680,3574.43,1.27
1222,2222,Customer Support,143523,23966.01,0.98
1223,2223,Customer Support,164389,15594.78,0.97
1224,2224,Customer Support,138583,21122.25,0.91
1225,2225,Technology,99497,7155.83,1.11
1226,2226,Operations,38760,5803.35,0.78
1227,2227,Operations,136002,10407.19,0.79
1228,2228,Sales,151343,25343.51,0.8
1229,2229,Customer Support,141324,27549.44,0.87
1230,2230,HR,37674,4953.95,0.73
1231,2231,Compliance,105647,20937.21,0.84
1232,2232,Sales,31584,5017.75,1.11
1233,2233,Finance,115308,20020.21,1.08
1234,2234,Operations,49103,3822.03,0.87
1235,2235,HR,29826,4789.53,1.27
1236,2236,Operations,171787,33876.77,0.89
1237,2237,Compliance,58814,8062.18,1.16
1238,2238,HR,69312,6654.05,1.0
1239,2239,Customer Support,67976,4378.67,1.22
1240,2240,Finance,117142,21061.31,0.73
1241,2241,HR,88832,6307.22,1.3
1242,2242,Compliance,165928,18557.16,0.71
1243,2243,Finance,157397,12641.71,0.94
1244,2244,Compliance,36124,2087.93,0.92
1245,2245,Finance,69174,11563.85,1.26
1246,2246,Technology,33821,3071.05,1.29
1247,2247,Compliance,69627,5297.68,1.22
1248,2248,Technology,118929,16213.21,1.21
1249,2249,Operations,41361,7752.19,0.93
1250,2250,Sales,136029,8016.51,1.28
1251,2251,Operations,63277,9384.92,1.27
1252,2252,Finance,46078,2790.25,1.19
1253,2253,Operations,191178,20918.25,1.15
1254,2254,Compliance,31870,3188.75,0.76
1255,2255,Customer Support,146492,9640.23,0.91
1256,2256,Finance,34371,2801.8,1.28
1257,2257,HR,91506,16649.59,0.93
1258,2258,HR,103673,19876.17,1.08
1259,2259,Technology,29758,2551.58,1.01
1260,2260,HR,62995,8213.75,0.8
1261,2261,Compliance,35328,6186.11,0.83
1262,2262,Customer Support,92473,7412.82,0.94
1263,2263,Finance,29606,5839.52,0.73
1264,2264,Technology,29536,4060.71,0.76
1265,2265,Sales,83662,7957.39,0.73
1266,2266,Compliance,41239,6116.79,1.01
1267,2267,Finance,77423,10982.87,0.97
1268,2268,HR,82435,11705.25,0.86
1269,2269,Operations,32344,5299.91,1.29
1270,2270,Technology,41717,7556.32,1.3
1271,2271,Sales,40947,6956.39,1.2
1272,2272,HR,66156,8943.14,0.75
1273,2273,Finance,46011,4874.49,0.95
1274,2274,Compliance,79715,4593.31,0.72
1275,2275,Customer Support,34921,4525.48,0.96
1276,2276,Operations,33931,1927.99,1.28
1277,2277,Finance,67633,7665.98,0.72
1278,2278,Sales,54950,5614.27,1.04
1279,2279,Customer Support,130262,24637.56,0.93
1280,2280,Compliance,26183,3822.07,1.17
1281,2281,Compliance,27142,4112.5,1.01
1282,2282,HR,38523,5413.26,1.2
1283,2283,Customer Support,32061,6146.87,1.24
1284,2284,Finance,37019,6707.36,0.77
1285,2285,Compliance,194668,28367.72,1.25
1286,2286,Customer Support,183615,11035.81,1.01
1287,2287,Compliance,25377,3165.91,1.18
1288,2288,Customer Support,34925,3225.01,0.85
1289,2289,Finance,25157,3473.65,0.76
1290,2290,Customer Support,80951,16142.59,0.94
1291,2291,Customer Support,67527,4150.98,0.96
1292,2292,HR,26215,2510.58,0.79
1293,2293,Operations,138805,27205.2,0.72
1294,2294,Technology,63357,7789.09,0.94
